notice_date,reason,company,address,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
3/25/2020,Temporary Plant Layoff,"New York Beer Co., LLC dba Jacob's Pickles","509 Amsterdam Avenue New York, NY 10024",(212) 671-2711,Restaurant,82,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/25/2020,Temporary Plant Closing,"Tiki Chicki, LLC dba Tiki Chick","517 Amsterdam Avenue New York, NY 10024",(212) 671-2711,Restaurant,23,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,Temporary Plant Closing,Sushi Nakazawa LLC,"23 Commerce Street New York, NY 10014",(646) 209-1687,Restaurant,44,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/24/2020,Temporary Plant Closing,"Dynamic Music, Inc. dba The Olive Tree Café/Comedy Cellar","117 MacDougal Street New York, NY 10012",(646) 354-1905,Restaurant,64,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/25/2020,Temporary Plant Closing,"Dr. Howard Dr. Fine, LLC","53 Howard Street New York, NY 10013",(267) 312-1644,Restaurant,68,-----,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,Temporary Plant Closing,"Tokyo Mama, Inc. dba Cha-an","230 East 9th Street, 2nd Floor New York, NY 10003",(212) 228-3030,Restaurant,-----,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,Temporary Plant Closing,"85 W Broadway JV LLC, aka Tribeca","85 W. Broadway New York, NY 10007",(484) 351-2006,Hotel,27,-----,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,Temporary Plant Closing,"Curry Ya 45, Inc. dba Curry-Ya","844 Second Ave. New York, NY 10017",(212) 228-3030,Restaurant,-----,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/25/2020,Temporary Plant Closing,"Train Design, LLC","52 Gansevoort Street New York, NY 10014",(267) 312-1644,Restaurant,240,-----,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,Temporary Plant Closing,BL 62 West 9th Street dba CASA APICII,"62 W 9th Street New York, NY 10011",(248) 974-9522,Restaurant,23,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,Temporary Plant Closing,The Tuscany - A St Giles Signature Hotel,"120 East 39th Street New York, NY 10016",(212) 868-1600,Hotel,75,-----,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/24/2020,Temporary Plant Closing,The Mark Restaurant,"25 E. 77th Street New York, NY 10075",(212) 606-4531,Restaurant,161,161,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,Temporary Plant Layoff,"Waverly Restaurant, LLC","16 Bank Street New York, NY 10014",(646) 707-4889,Restaurant,82,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,Temporary Plant Closing,Best - Metropolitan Towel & Linen Supply Co. Inc.,"60 Madison Avenue Hempstead, NY 11550",516-505-3333,Linen Supply,46,46,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,"Laundry, Distribution & Food Service Joint, Workers United, SEIU Local 99",Temporary Plant Closing
3/20/2020,Temporary Plant Closing,Rivera Auto Group Inc. dba Rivera Toyota of Mount Kisco,"325 N. Bedford Road Mount Kisco, NY 10549",(914) 473-7316,Auto Dealership,-----,-----,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/21/2020,Temporary Plant Layoff,Emergency Planning Management Inc.,"50 Methodist Hill Drive, Suite 700 Rochester, NY 14623",(540) 842-2949,Emergency Relief,62,-----,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Layoff
3/23/2020,Temporary Plant Layoff,The Well,"2 East 15th Street New York, NY 10003",(347) 693-3399,Wellness Center,79,-----,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/23/2020,Temporary Plant Layoff,Renzi Foodservice,"901 Rail Drive Watertown, NY 13601",-----,Food Distribution,-----,-----,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,Plant Layoff,"Knotel, Inc. (2 locations)","29 West 35th Street New York, NY 10001",(917) 842-8055,Real Estate,100,-----,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Plant Layoff
3/20/2020,Temporary Plant Closing,Millennium Medical Leasing LLC,"54 Dott Avenue Albany, NY 12205",-----,Medical Equipment,136,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,Temporary Plant Closing,"Tonali, Inc. dba Maya","1191 1st Avenue New York, NY 10065",-----,Restaurant,45,45,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,Temporary Plant Closing,"Zengo NYC, LLC","622 3rd Avenue New York, NY 10017",-----,Restaurant,59,59,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/24/2020,Temporary Plant Layoff,"Cameron Mitchell Restaurants, LLC","123 W. 52nd Street New York, NY 10019",(614) 621-2965,Restaurant,150,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/24/2020,Temporary Plant Layoff,"Soho House New York, LLC","515 W. 20th Street New York, NY 10011",(646) 483-0603,Hotel,18,18,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/24/2020,Temporary Plant Closing,"Soho House New York, Inc.","Members Club 29 9th Ave New York, NY 10014",(646) 483-0603,Hotel,14,14,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/24/2020,Temporary Plant Closing,"Soh-Ludlow Tenant, Inc.","Members Club 139 Ludlow Street New York, NY 10002",(646) 483-0603,Hotel,7,7,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,Temporary Plant Layoff,NeueHouse Management LLC,"373 Park Ave S, Floor 5 New York, NY 10016",(917) 887-1680,Portfolio Management,62,-----,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,Elysee Hotel Hospitality LLC dba Hotel Elysee,"60 East 54 St. New York, NY 10022",(212) 753-1066,Hotel,54,-----,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/18/2020,Temporary Plant Closing,"ilili Box-Row NYC, LLC","City Kitchen, 700 8th Ave, Floor 2 New York, NY 10036",(212) 481-0141,Restaurant,7,7,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/24/2020,Temporary Plant Closing,Belvedere Hotel,"319 West 48th Street New York, NY 10036",(212) 245-7000,Hotel,109,109,3/30/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/17/2020,Temporary Plant Closing,First Standard Construction Inc.,"70 Lafayette Street, 4th Floor New York, NY 10013",(917) 217-4594,Construction,19,19,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/25/2020,Temporary Plant Closing,Howard Hughes Corporation and Seaport Hospitality LLC,"199 Water Street New York, NY 10038",(646) 762-4728,Real Estate Manager and Developer,316,316,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,Temporary Plant Layoff,LM Restaurant Group LLC aka SideBAR,"118 E 15th Street New York, NY 10003",(646) 233-6532 Ext,Restaurant,76,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/25/2020,Temporary Plant Layoff,Hilton Resorts Corporation – Hilton Grand Vacations Residences and Club,"1335 Avenue of the Americas New York, NY 10019",(702) 901-1198,Hotel,12,84,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,"BD 35th Street, LLC dba The Kixby Hotel","45 W 35th Street New York, NY 10001",(212) 947-2500,Hotel,60,-----,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,"Pod 39 Operating, LLC dba Pod 39 Hotel","145 East 39th Street New York, NY 10016",(212) 865-5700,Hotel,82,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/19/2020,Temporary Plant Closing,Easthill Hotel Corp. dba Pod 51 Hotel,"230 East 51st Street New York, NY 10022",(212) 355-0300,Hotel,70,70,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/19/2020,Temporary Plant Layoff,"Hudson River Inn, LLC dba The Maritime Hotel","363 West 16th Street New York, NY 10011",(212) 242-4300,Hotel,50,------,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/25/2020,Temporary Plant Layoff,"26th Street Restaurant, LLC","345 Park Ave. South New York, NY 10010",(267) 312-1644,Restaurant,134,-----,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/25/2020,Temporary Plant Layoff,"Buddakan NY, L.P.","75 9th Avenue New York, NY 10011",(267) 312-1644,Restaurant,238,-----,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,Temporary Plant Closing,"Sobaya Restaurant Inc., dba HI-COLLAR","214 East 10th Street New York, NY 10003",(212) 228-3030,Restaurant,-----,-----,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/25/2020,Temporary Plant Layoff,"Moe Larry Cheese, LLC","138 Lafayette Street New York, NY 10013",(267) 312-1644,Restaurant,117,-----,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,Temporary Plant Layoff,"The Law Offices of Joseph A. Romano, P.C.","26 Court Street, Suite 1908 Brooklyn, NY 11242",(646) 517-2084,Law Firm,12,-----,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/26/2020,Temporary Plant Layoff,"Variety Coffee, Variety Café Inc.","340 Stagg St. Brooklyn, NY 11206",(718) 418-2326,Coffee Shop,31,47,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,Plant Closing,"Atlantic Veal & Lamb, LLC","275 Morgan Ave. Brooklyn, NY 11211",(718) 599-6400,Meat Wholesaler,73,73,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,"United Food and Commercial Workers Union, Local 342",Plant Closing
3/27/2020,Temporary Plant Closing,"Sweet Chick Flatbush, LLC dba Sweet Chick","341 Flatbush Avenue Brooklyn, NY 11238",(347) 653-2478,Restaurant,46,46,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,Temporary Plant Closing,"Sweet Chick Lyfe, LLC dba Sweet Chick","178 Ludlow Street New York, NY 10002",(347) 653-2478,Restaurant,15,15,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,Temporary Plant Closing,Pebble Corp. dba Sweet Chick,"164 Bedford Avenue Brooklyn, NY 11211",(347) 653-2478,Restaurant,53,53,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,Temporary Plant Closing,Sweet Chick Vernon LLC dba Sweet Chick,"46-42 Vernon Blvd. Long Island City, NY 11101",(347) 653-2478,Restaurant,36,36,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,Temporary Plant Layoff,FX Caprara CDJR of Watertown LLC,"18476 US Route 11 Watertown, NY 13601",(315) 788-7401 Ext,Car Dealership,31,-----,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,Temporary Plant Layoff,WOW Restaurants dba Wheatfields Restaurant and Bar,"440 Broadway Saratoga Springs, NY 12866",(518) 587-0534,Restaurant,38,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/25/2020,Temporary Plant Layoff,Kravet Inc.,"225 Central Ave South Bethpage, NY 11714",(516) 293-2000 Ext,Home Furnishing,34,-----,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,Temporary Plant Layoff,Bistro Crossing LLC dba Wheatfields Bistro and Wine Bar,"54 Crossings Blvd. Clifton Park, NY 12065",(518) 587-0534,Restaurant,39,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,Plant Sale,Jet Sanitation Services Corp.,"228 Blydenburgh Road Islandia, NY 11749",(631) 234-7100,Sanitation,49,-----,7/1/2020,Sale of Company,Local Union 813,Plant Sale
