notice_date,event_number,reason,company,address,county,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
3/26/2020,2019-1085,Temporary Plant Layoff,Hotel 57 Services LLC dba Four Seasons Hotel New York,"57 East 57th StreetNew York, NY 10022",Queens County,(718) 916-0454,Hotel,372,,3/21/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council Motel Trades Council, AFL-CIO, UNITE HERE",Temporary Plant Layoff
1/13/2020,2019-0266,Plant Closing,"Opening Ceremony, LLC","202 Centre Street, 8th & 4th FloorNew York, NY 10013",New York County,(646) 942-5188,an American clothing brand and retailer,33,83,May,Sale of the business to a buyer who is relocating overseas and for economic reasons.,The employees are not represented by a union.,Plant Closing
2/7/2020,2019-0284,Plant Closing,"Morimoto NY Venture, L.P.","88 Tenth AvenueNew York, NY 10011",New York County,(267) 238-3645,Modern Japanese restaurant,113,113,Separations,Expiration of building lease,The employees are not represented by a union.,Plant Closing
3/20/2020,2019-0766,Temporary Plant Closing,"The Sake Club, Inc. dba Kiosku","211 E 43rd Street, 1st FloorNew York, NY 10017",New York County,(212) 228-3030,Restaurant,,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,2019-0765,Temporary Plant Closing,"Hasaki Restaurant, Inc.","210 E. 9th StreetNew York, NY 10003",New York County,(212) 228-3030,Restaurant,,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,2019-0763,Temporary Plant Closing,"Shinko Foods, Inc. dba Curry-Ya","214 East 10th StreetNew York, NY 10003",New York County,(212) 228-3030,Restaurant,,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,2019-0761,Temporary Plant Closing,"Sobaya Restaurant, Inc. dba Rai Rai Ken","218 East 10th StreetNew York, NY 10003",New York County,(212) 228-3030 E,Restaurant,,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,2019-0760,Temporary Plant Closing,"Sobaya Restaurant, Inc. dba Sobaya","229 E. 9th StreetNew York, NY 10003",New York County,(212) 228-3030,Restaurant,,,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,2019-0759,Temporary Plant Closing,"The Sake Club, Inc. dba Sakagura","211 E. 42rd Street, Basement LevelNew York, NY 10017",New York County,(212) 228-3030,Restaurant,,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/24/2020,2019-0758,Temporary Plant Closing,"GBND Enterprises, Inc. dba Village Underground","130 West 3rd StreetNew York, NY 10012",New York County,(646) 354-1905,Music Venue,40,40,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/25/2020,2019-0756,Temporary Plant Closing,"The Pickle People, LLC aka Maison Pickle","2315 BroadwayNew York, NY 10024",New York County,(212) 671-2711,Restaurant,67,67,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,2019-0753,Temporary Plant Closing,"84 William Street JV, LLC dba AKA Wall Street","84 William StreetNew York, NY 10038",New York County,(484) 351-2006,Hotel,31,31,3/30/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/25/2020,2019-0755,Temporary Plant Closing,"Quick Pickle, LLC aka Jacob's Pickles TOM","55 Water Street, Unit #K6Brooklyn, NY 11201",Kings County,(212) 671-2711,Restaurant,10,10,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/25/2020,2019-0757,Temporary Plant Layoff,CRST dba Installs LLC,"241 Main StreetBuffalo, NY 14203",Erie County,(716) 270-9082,Satellite Supplies,179,,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
12/23/2019,2019-0200,Plant Closing,"Benchmark Hospitality of Westchester, LLC (Doral Arrowwood Resort)","975 Anderson Hill RoadRye Brook, NY 10573",Westchester County,(914) 935-6652,Resort Hotel,275,275,The,Loss of funding,The employees are not represented by a union.,Plant Closing
3/25/2020,2019-0751,Temporary Plant Layoff,"New York Beer Co., LLC dba Jacob's Pickles","509 Amsterdam AvenueNew York, NY 10024",New York County,(212) 671-2711,Restaurant,82,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/25/2020,2019-0750,Temporary Plant Closing,"Tiki Chicki, LLC dba Tiki Chick","517 Amsterdam AvenueNew York, NY 10024",New York County,(212) 671-2711,Restaurant,23,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,2019-0749,Temporary Plant Closing,Sushi Nakazawa LLC,"23 Commerce StreetNew York, NY 10014",New York County,(646) 209-1687,Restaurant,44,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/24/2020,2019-0747,Temporary Plant Closing,"Dynamic Music, Inc. dba The Olive Tree Café/Comedy Cellar","117 MacDougal StreetNew York, NY 10012",New York County,(646) 354-1905,Restaurant,64,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/25/2020,2019-0744,Temporary Plant Closing,"Dr. Howard Dr. Fine, LLC","53 Howard StreetNew York, NY 10013",New York County,(267) 312-1644,Restaurant,68,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,2019-0742,Temporary Plant Closing,"Tokyo Mama, Inc. dba Cha-an","230 East 9th Street, 2nd FloorNew York, NY 10003",New York County,(212) 228-3030,Restaurant,,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,2019-0754,Temporary Plant Closing,"85 W Broadway JV LLC, aka Tribeca","85 W. BroadwayNew York, NY 10007",New York County,(484) 351-2006,Hotel,27,,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,2019-0762,Temporary Plant Closing,"Curry Ya 45, Inc. dba Curry-Ya","844 Second Ave.New York, NY 10017",New York County,(212) 228-3030,Restaurant,,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/25/2020,2019-0764,Temporary Plant Closing,"Train Design, LLC","52 Gansevoort StreetNew York, NY 10014",New York County,(267) 312-1644,Restaurant,240,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,2019-0703,Temporary Plant Closing,BL 62 West 9th Street dba CASA APICII,"62 W 9th StreetNew York, NY 10011",New York County,(248) 974-9522,Restaurant,23,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,2019-0790,Temporary Plant Closing,The Tuscany - A St Giles Signature Hotel,"120 East 39th StreetNew York, NY 10016",New York County,(212) 868-1600,Hotel,75,,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/24/2020,2019-0865,Temporary Plant Closing,The Mark Restaurant,"25 E. 77th StreetNew York, NY 10075",New York County,(212) 606-4531,Restaurant,161,161,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,2019-0864,Temporary Plant Layoff,"Waverly Restaurant, LLC","16 Bank StreetNew York, NY 10014",New York County,(646) 707-4889,Restaurant,82,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,2019-0630,Temporary Plant Closing,Best - Metropolitan Towel & Linen Supply Co. Inc.,"60 Madison AvenueHempstead, NY 11550",Nassau County,516-505-3333,Linen Supply,46,46,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,"Laundry, Distribution & Food Service Joint, Workers United, SEIU Local 99",Temporary Plant Closing
3/20/2020,2019-0629,Temporary Plant Closing,Rivera Auto Group Inc. dba Rivera Toyota of Mount Kisco,"325 N. Bedford RoadMount Kisco, NY 10549",Westchester County,(914) 473-7316,Auto Dealership,,,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/21/2020,2019-0628,Temporary Plant Layoff,Emergency Planning Management Inc.,"50 Methodist Hill Drive, Suite 700Rochester, NY 14623",Monroe County,(540) 842-2949,Emergency Relief,62,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Layoff
3/23/2020,2019-0627,Temporary Plant Layoff,The Well,"2 East 15th StreetNew York, NY 10003",New York County,(347) 693-3399,Wellness Center,79,,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/23/2020,2019-0622,Temporary Plant Layoff,Renzi Foodservice,"901 Rail DriveWatertown, NY 13601",Jefferson County,-----,Food Distribution,,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,2019-0842,Plant Layoff,"Knotel, Inc. (2 locations)","29 West 35th StreetNew York, NY 10001",New York County,(917) 842-8055,Real Estate,100,,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Plant Layoff
3/20/2020,2019-0841,Temporary Plant Closing,Millennium Medical Leasing LLC,"54 Dott AvenueAlbany, NY 12205",Albany County,-----,Medical Equipment,136,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,2019-0836,Temporary Plant Closing,"Tonali, Inc. dba Maya","1191 1st AvenueNew York, NY 10065",New York County,-----,Restaurant,45,45,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,2019-0837,Temporary Plant Closing,"Zengo NYC, LLC","622 3rd AvenueNew York, NY 10017",New York County,-----,Restaurant,59,59,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/24/2020,2019-0835,Temporary Plant Layoff,"Cameron Mitchell Restaurants, LLC","123 W. 52nd StreetNew York, NY 10019",New York County,(614) 621-2965,Restaurant,150,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/26/2020,2019-0867,Temporary Plant Layoff,NeueHouse Management LLC,"373 Park Ave S, Floor 5New York, NY 10016",New York County,(917) 887-1680,Portfolio Management,62,,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0866,Temporary Plant Layoff,Elysee Hotel Hospitality LLC dba Hotel Elysee,"60 East 54 St.New York, NY 10022",New York County,(212) 753-1066,Hotel,54,,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/18/2020,2019-0640,Temporary Plant Closing,"ilili Box-Row NYC, LLC","City Kitchen, 700 8th Ave, Floor 2New York, NY 10036",New York County,(212) 481-0141,Restaurant,7,7,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/24/2020,2019-0637,Temporary Plant Closing,Belvedere Hotel,"319 West 48th StreetNew York, NY 10036",New York County,(212) 245-7000,Hotel,109,109,3/30/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/17/2020,2019-0847,Temporary Plant Closing,First Standard Construction Inc.,"70 Lafayette Street, 4th FloorNew York, NY 10013",New York County,(917) 217-4594,Construction,19,19,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/25/2020,2019-0878,Temporary Plant Closing,Howard Hughes Corporation and Seaport Hospitality LLC,"199 Water StreetNew York, NY 10038",New York County,(646) 762-4728,Real Estate Manager and Developer,316,316,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,2019-0880,Temporary Plant Layoff,LM Restaurant Group LLC aka SideBAR,"118 E 15th StreetNew York, NY 10003",New York County,(646) 233-6532 Ext,Restaurant,76,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/25/2020,2019-0881,Temporary Plant Layoff,Hilton Resorts Corporation – Hilton Grand Vacations Residences and Club,"1335 Avenue of the AmericasNew York, NY 10019",New York County,(702) 901-1198,Hotel,12,84,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/19/2020,2019-0882,Temporary Plant Layoff,"BD 35th Street, LLC dba The Kixby Hotel","45 W 35th StreetNew York, NY 10001",New York County,(212) 947-2500,Hotel,60,,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0883,Temporary Plant Layoff,"Pod 39 Operating, LLC dba Pod 39 Hotel","145 East 39th StreetNew York, NY 10016",New York County,(212) 865-5700,Hotel,82,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/19/2020,2019-0890,Temporary Plant Closing,Easthill Hotel Corp. dba Pod 51 Hotel,"230 East 51st StreetNew York, NY 10022",New York County,(212) 355-0300,Hotel,70,70,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/19/2020,2019-0889,Temporary Plant Layoff,"Hudson River Inn, LLC dba The Maritime Hotel","363 West 16th StreetNew York, NY 10011",New York County,(212) 242-4300,Hotel,50,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
